,0,1,2,3
626,gabizinha,@gabturquetti,2009-06-24T00:40:50.000Z,"i have to study, but i wont go HAHA"
627,gabizinha,@gabturquetti,2009-06-24T00:40:29.000Z,HMMMMMMMMM  TEDIO TEDIO TEDIO
628,gabizinha,@gabturquetti,2009-06-24T00:39:30.000Z,"Em resposta a 
@xsamadhi@italloRafael
 AAAAAAH *inveja* qual qual ?"
629,gabizinha,@gabturquetti,2009-06-24T00:39:17.000Z,"Em resposta a 
@gabjastrenski@intojellybeans  GABS NA TV AA Q"
630,gabizinha,@gabturquetti,2009-06-24T00:34:37.000Z,"Em resposta a 
@xsamadhi@italloRafael
 eles vem em outubro mas é só pra receber um prêmio, ou algo do tipo ._. de certa forma isso é bom, pq no money D:"
631,gabizinha,@gabturquetti,2009-06-24T00:32:18.000Z,"@luanafletcher
 MUAHAHAHAH CLARO!"
632,gabizinha,@gabturquetti,2009-06-24T00:29:18.000Z,"Em resposta a 
@marinafonsecaw@marinafletcher
 good night star girl <3"
633,gabizinha,@gabturquetti,2009-06-24T00:28:47.000Z,"Em resposta a 
@xsamadhi@italloRafael
  TOMAAAAAAARA *-* apesar de ser dificil alias eles devem um show para nós, porque deu aqueles problemas na gutarra do tom etc"
634,gabizinha,@gabturquetti,2009-06-24T00:26:20.000Z,"Em resposta a 
@xsamadhi@italloRafael
  A questão é se que se eles irao voltar a brasilia D:  AGORA EU FICO NOS FUNDOS ATÉ A HORA DO SHOW !"
635,gabizinha,@gabturquetti,2009-06-24T00:23:11.000Z,"Em resposta a 
@xsamadhi@italloRafael
 hahahahahahaha, que lindo, ah eu tenho saudade D: eu quero denovo, há rumores que eles voltam em março <33 no brasil"
636,gabizinha,@gabturquetti,2009-06-24T00:22:23.000Z,vou ter que usar óculos para ler e computadorrrrrrrrr
637,gabizinha,@gabturquetti,2009-06-24T00:19:12.000Z,"Em resposta a 
@xsamadhi@italloRafael
 sim rs"
638,gabizinha,@gabturquetti,2009-06-24T00:18:57.000Z,"Em resposta a 
@marinafonsecaw@marinafletcher
  amo voce caixinha de leite <3"
639,gabizinha,@gabturquetti,2009-06-24T00:16:28.000Z,i've got dentist tomorroww
640,gabizinha,@gabturquetti,2009-06-24T00:16:05.000Z,"deu alok em mim, estou inspirada (A)"
641,gabizinha,@gabturquetti,2009-06-24T00:15:48.000Z,porque as pessoas não amadurecem que nem as frutas? porque depois elas caem podres no chão
