,endTime,artistName,trackName,minutedPlayed
292,2020-08-05 01:47:00,Kings of Convenience,Boat Behind,3.6766666666666667
293,2020-08-05 18:51:00,Kings of Convenience,Cayman Islands,1.5561666666666667
294,2020-08-06 15:51:00,Rita Lee,Lança Perfume,2.1300666666666666
295,2020-08-06 15:54:00,Chico Buarque,O Que Será (A Flor Da Terra),2.7762166666666666
296,2020-08-06 15:56:00,Secos & Molhados,Sangue latino,2.13315
297,2020-08-06 15:58:00,Adriana Calcanhotto,Devolva-Me (Ao Vivo),2.1904333333333335
298,2020-08-06 16:00:00,Gilberto Gil,Copo Vazio,1.9824666666666666
299,2020-08-08 15:40:00,Gilberto Gil,Copo Vazio,0.9714
300,2020-08-08 15:46:00,Novos Baianos,Anos 70 - Ao Vivo,5.2067
301,2020-08-08 15:46:00,Novos Baianos,Infinito Circular - Ao Vivo,0.8052833333333334
302,2020-08-08 15:51:00,Móveis Coloniais de Acaju,Adeus,3.859166666666667
303,2020-08-08 15:55:00,Móveis Coloniais de Acaju,Lista de Casamento,4.2446166666666665
304,2020-08-08 16:00:00,Móveis Coloniais de Acaju,O Tempo,4.640133333333333
305,2020-08-08 16:04:00,Móveis Coloniais de Acaju,Cão Guia,3.8366666666666664
306,2020-08-08 16:08:00,Móveis Coloniais de Acaju,Descomplica,3.85995
307,2020-08-08 16:21:00,Móveis Coloniais de Acaju,Café Com Leite,3.5184166666666665
308,2020-08-12 14:25:00,Caetano Veloso,Talvez,3.6477333333333335
309,2020-08-12 14:29:00,Caetano Veloso,Reconvexo - Ao Vivo,3.3340833333333335
310,2020-08-12 14:31:00,Caetano Veloso,"Alegria, Alegria - Ao Vivo",2.6616666666666666
311,2020-08-12 14:34:00,Caetano Veloso,Sozinho - Ao Vivo,3.17555
312,2020-08-12 14:39:00,Caetano Veloso,Trilhos Urbanos,4.273783333333333
313,2020-08-12 14:44:00,Caetano Veloso,Voce E Linda - Remixed Original Album,4.871766666666667
314,2020-08-12 14:47:00,Caetano Veloso,O Leãozinho - Ao Vivo,2.9427
315,2020-08-12 14:50:00,Caetano Veloso,Não Enche,3.4822166666666665
316,2020-08-12 14:53:00,Caetano Veloso,Aquele Frevo Axé,2.9993333333333334
317,2020-08-12 14:56:00,Caetano Veloso,Sonhos,3.00755
318,2020-08-12 14:59:00,Caetano Veloso,Samba De Verao,3.1271
319,2020-08-12 15:03:00,Caetano Veloso,Oração Ao Tempo - Ao Vivo,3.7545
320,2020-08-12 15:09:00,Caetano Veloso,Tigresa - Original Album,6.342666666666666
321,2020-08-12 15:15:00,Caetano Veloso,Peter Gast,5.459116666666667
322,2020-08-12 15:20:00,Caetano Veloso,Deusa Do Amor - Ao Vivo,4.904983333333333
323,2020-08-12 15:23:00,Caetano Veloso,Odara,3.322216666666667
