,index,tweet
5517,canudo,1
5518,alice,1
5519,esponja,1
5520,suggested,1
5521,rodoviario,1
5522,ajudaah,1
5523,apagada,1
5524,poekpsok,1
5525,hihihihihih,1
5526,almocando,1
5527,golden,1
5528,lugares,1
5529,custurar,1
5530,cochilo,1
5531,evoluindo,1
5532,superar,1
5533,maldade,1
5534,paguei,1
5535,hated,1
5536,tocante,1
5537,france,1
5538,superando,1
5539,encantando,1
5540,heheheheh,1
5541,coleman,1
5542,pulei,1
5543,joguinhos,1
5545,carne,1
5546,acordarrrr,1
5547,estreia,1
5548,gripada,1
5550,diazinho,1
5551,engordar,1
5552,integral,1
5553,serviu,1
5554,ahahaha,1
5555,atravez,1
5556,fuckyounick,1
5557,fancy,1
5558,odiava,1
5559,platinado,1
5560,belieeeeeeeeeeeeeeeeeeve,1
5561,compram,1
5562,martinicacafe,1
5563,empoeirada,1
5564,formativa,1
5565,escolar,1
5567,campus,1
5568,bergerac,1
5569,votar,1
5570,morreram,1
5571,strawberry,1
5572,maezinha,1
5573,histericas,1
5574,madruga,1
5575,calourada,1
5576,shoestock,1
5578,arenhart,1
5580,mochileiro,1
5581,delicioso,1
5582,bruce,1
5583,ninja,1
5584,muahahah,1
5585,domado,1
5586,s2s2s2s2s2,1
5588,studar,1
5589,passaria,1
5590,roqueiro,1
5591,borboleta,1
5592,nails,1
5593,afetar,1
5594,simuladao,1
5595,rejeicao,1
5596,chatroulette,1
5597,argentino,1
5598,tdfsalsichas,1
5599,apartamento,1
5600,headstones,1
5602,encapetadas,1
5603,unicornios,1
5604,dormirrrrrrrrrr,1
5605,fitness,1
5606,formigueiras,1
5607,toooooooooooom,1
5608,razoes,1
5609,conhexem,1
5610,psicologica,1
5611,priguica,1
5612,homeworkkk,1
5613,miseraveis,1
5614,limbs,1
5615,caaaaaaaara,1
5616,ahisurhismorwgixu,1
5618,amada,1
5619,descoloriu,1
5620,amoris,1
5621,barulhos,1
5623,momentanea,1
5624,deussssssssssssssssssssssssssssssss,1
5625,pokepsokpoek,1
5626,adesivo,1
5627,twilight,1
5628,correto,1
5629,percorrer,1
5630,seiila,1
5631,cards,1
5632,apertada,1
5633,arrrrrrg,1
5634,esbarra,1
5635,afinando,1
5636,valor,1
5638,ofcourse,1
5639,gabixmc,1
5640,qaundo,1
5641,fooooood,1
5644,kpokseposke,1
5645,likes,1
5646,abencoe,1
5647,quebom,1
5649,baixas,1
5650,resolvi,1
5651,camisas,1
5652,addiction,1
5653,minutooooooooooooooooooooooooooooo,1
5654,suspeitos,1
5655,felling,1
5656,extensao,1
5657,waitingfor,1
5658,votedannymcfly,1
5659,preguicaaaaaaaaa,1
5660,mostrou,1
5661,sarcasmo,1
5662,doida,1
5663,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1
5664,sentimentos,1
5665,satisfeita,1
5667,fujam,1
5668,aparencia,1
5669,fenois,1
5671,titulacao,1
5673,empaco,1
5674,romantica,1
5675,preferidas,1
5676,imadeface,1
5677,soles,1
5679,junta,1
5680,muhahahahhaahh,1
5681,chordsinfire,1
5682,organizacao,1
5683,haaaaaaaaate,1
5684,cassete,1
5685,mummy,1
5686,sumido,1
5687,importa,1
5688,antissocial,1
5689,hentai,1
5690,domingos,1
5691,bread,1
5692,frutas,1
5693,macarronadas,1
5694,voltoooooooooooooou,1
5695,chapeu,1
5696,simulados,1
5697,bicycle,1
5698,desapeguei,1
5699,imaginando,1
5701,ruleia,1
5702,novembro,1
5703,carissimos,1
5704,strike,1
5705,ligam,1
5706,areia,1
5707,salto,1
5708,stranford,1
5709,aposta,1
5710,orange,1
5711,burned,1
5712,convidados,1
5713,ahahaa,1
5715,topics,1
5716,factotum,1
5719,fcorestart,1
5720,rapidshare,1
5721,papeis,1
5722,yeeeeeeeeeeeees,1
5724,flame,1
5725,leaving,1
5726,complicada,1
5727,cauca,1
5728,showwww,1
5729,conversation,1
5730,estima,1
5731,aheuiaeh,1
5732,notinha,1
5733,greeeeeeeeat,1
5734,ripcharlieyang,1
5735,gabixmcrt,1
5736,irado,1
5737,atrasadas,1
5738,chute,1
5739,bundle,1
5740,superou,1
5741,pressa,1
5742,valia,1
5743,venom,1
5744,cartoon,1
5745,hhahahahahahaha,1
5747,producao,1
5748,notas,1
5751,conte,1
5753,hojeeeeeeeeeee,1
5754,atualizado,1
5755,usacensored,1
5756,punkshop,1
5757,biiiiiggest,1
5758,baratos,1
5759,viajo,1
5761,feliputa,1
5762,mudando,1
5763,vouter,1
5764,vinganca,1
5765,terei,1
5767,imigrantes,1
5768,fisher,1
5769,rolante,1
5770,haeiuhaeuihaeiuhaeiuhaieuhiaeuh,1
5771,slipper,1
5772,benalt,1
5773,maconha,1
5774,hahahahhhaaa,1
5775,fechei,1
5776,computers,1
5777,fooooooooooode,1
5778,folhas,1
5779,vendendos,1
5780,sonoo,1
5781,canta,1
5783,traido,1
5784,fatao,1
5785,nooooooooooovo,1
5786,elegantes,1
5787,s222222,1
5788,heiuaheiaueh,1
5789,fooooooooooooooooooooooome,1
5790,hhahahha,1
5793,estimula,1
5794,twittion,1
5795,chapinhaaaaaaaaaaaaa,1
5796,notificacoes,1
5797,suspenderam,1
5799,recebi,1
5800,segurar,1
5801,gulliver,1
5802,brinquedos,1
5803,resolvem,1
5805,epocas,1
5806,puuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuta,1
5807,sambando,1
5808,radianos,1
5809,queime,1
5810,ffffuuuu,1
5811,crescemos,1
5812,rodoferroviaria,1
5813,cacando,1
5814,dancinha,1
5816,seculo,1
5817,forrrrrrrrrrr,1
5818,esmagadas,1
5819,bjkssss,1
5820,hmmmmmmmmmmmm,1
5821,perdem,1
5822,yaaaaaaaaaaaaaaaaa,1
5823,trocando,1
5824,divulge,1
5825,aehuiaehuiaehuiaehiuaehiauehaeuihaeuihae,1
5826,prejuizo,1
5827,ipfenuefnuiofievubveruncewpomemwpompwecinowcrobucrbuocrwniocromcpepmoeionwcd,1
5828,rolex,1
5830,namoram,1
5831,tests,1
5832,doutor,1
5833,pastas,1
5834,dependo,1
5835,parceria,1
5836,sacanaji,1
5837,temperatura,1
5838,belong,1
5839,consultar,1
5840,baaaaaath,1
5841,tapados,1
5842,mofada,1
5843,dpeois,1
5844,netflix,1
5845,intenso,1
5846,pacientemente,1
5847,azuis,1
5848,tributo,1
5850,caipirinha,1
5851,guitarrr,1
5852,gasta,1
5853,titias,1
5854,pecadooooooooonnnn,1
5855,grrrrrrrrrrrrrr,1
5856,handshake,1
5857,remedios,1
5858,erradas,1
5859,refazer,1
5861,estebanebeeshopembsb,1
5862,macarons,1
5864,talvez,1
5865,mochilagay,1
5866,biscuit,1
5867,castelo,1
5870,lidando,1
5872,virus,1
5873,donna,1
5874,cappuccinooooooooooooooooooooooooooooooooooooooooo,1
5875,gelou,1
5877,smith,1
5878,slipped,1
5879,igual,1
5880,heavenly,1
5881,designer,1
5882,starters,1
5883,cinquenta,1
5884,papos,1
5885,pertenca,1
5886,calouros,1
5887,ditadura,1
5888,ilogico,1
5889,terrivel,1
5891,avassalador,1
5892,provavelmentevoce,1
5893,beginnnnnnnnnnnnnnnnn,1
5894,esfiha,1
5895,alargam,1
5896,homogeneas,1
5897,brotando,1
5898,viverei,1
5899,enjoo,1
5901,astronomia,1
5902,horsa,1
5903,chinatown,1
5904,tombao,1
5905,canelas,1
5906,ihaaaaaaaaaa,1
5907,lapiseiras,1
5908,yeeees,1
5909,polipos,1
5910,smirnoff,1
5911,radiante,1
5913,convites,1
5914,prints,1
5915,pinheiro,1
5916,intro,1
5917,poynter,1
5920,profissao,1
5921,tastes,1
5922,farinha,1
5923,patches,1
5924,costume,1
5926,atooooooooooron,1
5927,esquisitos,1
5928,thepinkbrush,1
5929,levantado,1
5930,corby,1
5931,madagascar,1
5932,interessantissima,1
5933,cazamigass,1
5934,maltratar,1
5935,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1
5936,pressao,1
5937,mother,1
5938,consideracao,1
5939,destino,1
5940,nanar,1
5941,distance,1
5942,livrao,1
5943,booooooooored,1
5945,timmy,1
5946,amanhaq,1
5947,geeeeeeeente,1
5948,excesso,1
5949,formatei,1
5951,desesperado,1
5952,odiei,1
5954,kpoeskpo,1
5956,pouco,1
5957,fumado,1
5958,ouviu,1
5959,gooooosh,1
5960,nobre,1
5961,equilibrio,1
5962,muitos,1
5963,feelings,1
5964,joiejspoeij,1
5965,afaketommcfly,1
5966,baterista,1
5967,chupa,1
5968,junior,1
5969,importem,1
5970,nhaaaaa,1
5971,ivete,1
5972,roubaram,1
5974,gostosos,1
5975,resisto,1
5976,arrumado,1
5978,naonconsigo,1
5979,homeeeeee,1
5980,banting,1
5981,bourne,1
5982,explorar,1
5983,burnin,1
5984,borracha,1
5985,fofocas,1
5986,comassim,1
5987,visited,1
5988,neeeeeeeeeeext,1
5989,camada,1
5990,jales,1
5991,cocar,1
5992,atualiza,1
5993,chatissimas,1
5995,descendo,1
5996,estragando,1
5997,bravo,1
5998,seguidos,1
5999,ganharam,1
6000,tracking,1
6001,jpoiejposiejpoij,1
6002,caramelo,1
6003,interior,1
6004,topico,1
6007,cavern,1
6008,butanta,1
6009,telephone,1
6010,adivinhem,1
6012,sozinhos,1
6013,f31c3s,1
6014,editei,1
6015,kkkkkkkkkkkk,1
6016,marcou,1
6017,fuderrrrrrrrrrrrrrrrrrrrrrrr,1
6018,cassandra,1
6019,explicacao,1
6020,cansativo,1
6021,recadinhos,1
6022,mosca,1
6023,montaum,1
6026,formatar,1
6030,sedentarismo,1
6031,intercambio,1
6032,maiores,1
6033,oceanos,1
6034,atlantica,1
6035,yeeeeeeeeeeeeeeeees,1
6036,rodoviarios,1
6037,foooooooomee,1
6038,cicatriza,1
6039,aninha,1
6040,explodirrrrrrrrrrrrrrrrrrrrrr,1
6041,deaddddd,1
6042,nobreza,1
6043,troque,1
6044,aaaaaaaaaaaaai,1
6045,atived,1
6046,sacada,1
6047,total,1
6048,parentes,1
6049,destruir,1
6050,diaaaas,1
6051,afirmacao,1
6052,inverso,1
6053,comparar,1
6054,brincadeiras,1
6055,recuse,1
6056,merecem,1
6058,osnosnosnossonos,1
6060,orquestra,1
6061,contos,1
6062,votando,1
6063,implorando,1
6064,hihihihihihihihihi,1
6066,ondas,1
6067,vezes,1
6068,chegarem,1
6070,manda,1
6071,inconsolavel,1
6072,inchada,1
6073,indeferiu,1
6074,compartilhando,1
6075,fernanda54,1
6076,fuuuuuuuuun,1
6077,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,1
6078,corajoso,1
6079,cochilada,1
6080,boazinha,1
6082,3ijustwannarun,1
6083,yeeeeeeeeeeesssssssssss,1
6084,booooooooooooom,1
6085,atendimento,1
6086,chico,1
6089,atrevida,1
6090,excluiu,1
6091,baleia,1
6092,tomorroww,1
6093,pqppppppppp,1
6094,enterpeise,1
6095,fantasias,1
6096,polly,1
6097,juliet,1
6098,preco,1
6099,supermeseduzindo,1
6100,favorzinho,1
6101,mondaay,1
6102,rabugenta,1
6103,ruivos,1
6104,norming,1
6105,limito,1
6107,fighter,1
6108,preservar,1
6109,intimidar,1
6110,preocupacoes,1
6111,adotar,1
6112,uasdhuadishisahd,1
6113,famoso,1
6114,dermatologista,1
6115,noissssss,1
6116,fooooooooooooooto,1
6117,humilhante,1
6118,urgentaly,1
6119,insetos,1
6120,adicione,1
6121,michel,1
6122,rematriculare,1
6123,pista,1
6124,comprimido,1
6125,restabelecida,1
6126,nnnnnnnnnn,1
6127,digno,1
6128,voltinha,1
6129,adeus,1
6130,formada,1
6131,esotu,1
6132,morrido,1
6133,absorver,1
6134,daddy,1
6135,playmobil,1
6136,reservei,1
6137,abracado,1
6138,obrigatorias,1
6139,existem,1
6140,decimo,1
6141,chapolim,1
6142,bjsbjsbjs,1
6143,plantinhas,1
6144,cappuccinos,1
6145,fodasticas,1
6146,evolucao,1
6147,abdominais,1
6148,musculos,1
6149,errei,1
6151,penultimo,1
6152,acesso,1
6153,ooooohhh,1
6154,pessima,1
6157,sentimental,1
6158,cetim,1
6159,lemons,1
6160,formulsa,1
6161,remanescente,1
6162,chorarrr,1
6163,antes,1
6164,2annalbernaz,1
6165,bonus,1
6168,aeaeae,1
6169,alugar,1
6170,litro,1
6171,rouge,1
6172,viquikipper,1
6173,flash,1
6174,brouaaaa,1
6176,cooking,1
6177,demaaaaaaaaaaaaaais,1
6178,terminados,1
6180,cinegay,1
6181,fosca,1
6182,passamos,1
6183,facilitar,1
6184,paunucudomicky,1
6185,subita,1
6186,diabo,1
6187,neves,1
6188,yeeeeeeeeeeeeees,1
6189,vegetais,1
6190,matricula,1
6191,exercito,1
6192,guache,1
6193,paoli,1
6194,exaustivo,1
6195,malhando,1
6196,gordo,1
6197,ahhhhhhhhhhhhh,1
6198,imperio,1
6199,haveeeeeeeee,1
6200,falomesmo,1
6201,onibusssssssssss,1
6202,wishitwaschristmas,1
6203,invejinha,1
6204,oijespoijsepoisejposiej,1
6206,loucas,1
6207,pfvrzinho,1
6208,fumar,1
6209,bronzear,1
6210,homeless,1
6211,ihaaaaaaaaa,1
6212,consumismo,1
6214,devorar,1
6215,coeur,1
6216,caaaaaaaaaara,1
6217,soescovar,1
6218,avalanche,1
6219,toalha,1
6221,cookie,1
6222,exercise,1
6223,decorei,1
6224,vendas,1
6225,entenda,1
6226,angry,1
6227,regra,1
6228,dialogos,1
6229,noveleira,1
6230,jamiecullum,1
6231,signed,1
6233,awake,1
6234,mostrarem,1
6236,concorrendo,1
6237,peitos,1
6238,equipe,1
6239,sudoeste,1
6240,weell,1
6241,broua,1
6242,assalto,1
6243,bloquinho,1
6244,ohdearness,1
6245,ohhhhh,1
6246,blocos,1
6247,estupida,1
6248,kdkdkdkdkdkdkd,1
6249,careless,1
6250,ddddddddddddddddd,1
6251,rosca,1
6252,vidas,1
6253,cortina,1
6254,beachhh,1
6255,falado,1
6256,tentou,1
6257,lights,1
6258,sejao,1
6260,surradas,1
6261,zzzzzz,1
6262,cafes,1
6263,queriam,1
6265,cryanocean,1
6266,minutosssssssssssssssssssssssssssss,1
6267,engano,1
6268,corretamente,1
6269,harmonia,1
6270,finalizadas,1
6271,petitioned,1
6272,peruei,1
6273,chuta,1
6274,tudinho,1
6275,pizzaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1
6276,naoooooooooooooooooo,1
6277,tryin,1
6278,salvara,1
6279,cansadona,1
6280,ajustar,1
6281,grrrrrrrr,1
6282,underground,1
6283,namoraria,1
6284,yessss,1
6285,convencida,1
6286,satisfeitissima,1
6287,compradas,1
6288,skins,1
6289,beigosssssssssss,1
6290,pasteis,1
6291,leram,1
6292,cadernossssssssssss,1
6293,eliminada,1
6294,absurda,1
6295,tirem,1
6297,jesuis,1
6298,omfgggg,1
6299,naaahhhhh,1
6301,mrholmesherlock,1
6302,ombrinho,1
6303,filosofa,1
6304,principe,1
6305,touch,1
6306,aceitavel,1
6307,minutops,1
6308,render,1
6309,fotografia,1
6310,grude,1
6311,considerado,1
6312,estressante,1
6313,airfrance,1
6314,injecao,1
6315,ddddddd,1
6317,polos,1
6318,braquete,1
6319,washed,1
6320,nhonhonho,1
6321,decisoes,1
6322,preocupam,1
6323,cyrano,1
6324,ingenuas,1
6326,disturbio,1
6327,pouquinh,1
6328,acessa,1
6329,muhahah,1
6330,estudarrrrrrrrr,1
6332,pernilongos,1
6333,kosmik,1
6334,suficientessssssss,1
6335,garanto,1
6336,seihseoiuhseoiusehiuehoeiu,1
6337,brasiliense,1
6338,vegetables,1
6339,lapis,1
6341,decifra,1
6342,heeeeeeey,1
6343,umbeijo,1
6344,20h30,1
6345,jpoijsepoi,1
6346,xadrez,1
6347,coffe,1
6348,palha,1
6349,conspirar,1
6350,diafragma,1
6351,oeoeoe,1
6352,enche,1
6353,esfregar,1
6354,otakus,1
6356,mesada,1
6357,fuckkkkk,1
6358,idiotas,1
6359,esgotaram,1
6360,rolando,1
6361,encantar,1
6362,yeeeeeep,1
6363,taaaaao,1
6364,tomarem,1
6365,aceitou,1
6366,filmadora,1
6368,queero,1
6370,bichinho,1
6371,apagando,1
6372,adeptos,1
6373,vermelha,1
6375,sooooooooooooooonic,1
6376,sejaroqueiro,1
6378,hunky,1
6380,futebol,1
6382,sombrancelha,1
6383,worldddd,1
6384,diaaaaaaaaaaaaaaaa,1
6385,rugas,1
6386,lisbeth,1
6387,mindfuck,1
6388,aeroespacial,1
6389,confortaveis,1
6390,atrapalhar,1
6391,legenda,1
6392,recordarrrrrrrrrrrrrrrrrrrrrr,1
6393,estoque,1
6395,evitar,1
6396,review,1
6397,lindissimo,1
6399,grossa,1
6400,dominou,1
6401,riding,1
6402,aehauaheuaehuaehuehaaiuehaeuihaeuih,1
6404,married,1
6405,mnhas,1
6406,devia,1
6408,bebes,1
6409,condicoes,1
6410,sacou,1
6411,medusas,1
6412,waering,1
6413,miiiiimimimimimi,1
6414,winding,1
6415,deferindo,1
6416,agradecam,1
6418,emocionei,1
6419,aaffffff,1
6420,teorica,1
6421,chiquita,1
6422,burning,1
6423,pencil,1
6424,barao,1
6425,recepcao,1
6426,confundem,1
6427,embarque,1
6428,geral,1
6430,recorde,1
6431,torram,1
6432,economicos,1
6433,rerrere,1
6434,magazine,1
6435,closer,1
6436,novatos,1
6437,aaaaaw,1
6438,comosefas,1
6439,aamanha,1
6440,estudantes,1
6441,deseja,1
6442,porrrrrrrrrrrrrrrrrrrrrrrra,1
6443,reduza,1
6444,prazo,1
6445,apaixonar,1
6446,beast,1
6447,manera,1
6448,esborrachou,1
6449,xxxxxxxx,1
6450,invento,1
6451,satifez,1
6452,morgan,1
6453,reviso,1
6454,denunciem,1
6456,minhsa,1
6457,demaisssssssssssssssssssss,1
6458,estranhando,1
6459,guardo,1
6460,rabujos,1
6461,entupir,1
6462,mothers,1
6463,dancing,1
6464,melao,1
6465,cobram,1
6466,thaaaaaaaaaaaaaaaaaaank,1
6467,atlantis,1
6468,trazendo,1
6469,amelie,1
6470,arrependida,1
6472,whentwitterwasdown,1
6474,oeoeooeoeoeoeoeoe,1
6475,blinding,1
6476,cairem,1
6477,assistindo,1
6478,endereco,1
6479,perde,1
6480,bully,1
6481,adicionados,1
6482,redencao,1
6483,kuduro,1
6484,depoimentos,1
6485,sabiam,1
6486,sadness,1
6487,gritando,1
6488,cachorros,1
6490,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahhhhhh,1
6491,inventei,1
6493,sonhou,1
6494,demaaaaaaaaaais,1
6495,demaisssssssss,1
6496,jornada,1
6497,postaram,1
6498,muuito,1
6499,cameronleahymecome,1
6500,nhaccc,1
6501,deixe,1
6502,aaaahhhh,1
6504,loading,1
6505,smashing,1
6507,shampoo,1
6508,terremoto,1
6509,costello,1
6510,amorosa,1
6511,audio,1
6512,asteroide,1
6513,haeuiheiuhe,1
6514,questiona,1
6515,zzzzzzzz,1
6516,afogar,1
6517,kkkkkkkkkkkkkkkkkkkkkkkk,1
6518,heheheh,1
6519,problems,1
6520,coisaa,1
6521,agaaaaaaaaain,1
6522,acertar,1
6523,ficharios,1
6524,malvada,1
6525,equalize,1
6526,mergulhar,1
6527,valendo,1
6528,formam,1
6529,terminado,1
6530,chictopia,1
6531,loiras,1
6532,metaleiro,1
6533,caaaaaaaaaaaaaaaaaaaaaaus,1
6534,fundos,1
6535,giuday,1
6536,athena,1
6537,achoque,1
6538,perda,1
6539,tornam,1
6541,hacker,1
6542,petition,1
6543,acabam,1
6544,emprestou,1
6545,busssssssss,1
6546,ajudei,1
6547,exterminar,1
6548,written,1
6549,tropecar,1
6550,heaeiuh,1
6551,epico,1
6552,restam,1
6553,deste,1
6554,tracos,1
6555,problemas,1
6556,login,1
6557,entenderam,1
6558,paaassei,1
6559,neurotica,1
6560,aheuihaeihu,1
6561,leiam,1
6562,vooooooolta,1
6563,emboraaaaaaaaaa,1
6564,recife,1
6565,hiiiiiiiiiiiiiiii,1
6566,mariabarbu,1
6569,senta,1
6570,espirrando,1
6572,ksepkspeok,1
6573,nacional,1
6574,kpoeskposekpokse,1
6575,felino,1
6576,sofreu,1
6578,enroladinho,1
6579,satelite,1
6580,guitaaaaaaaar,1
6581,companheiro,1
6582,mannnnnn,1
6583,packkk,1
6584,snsosnososnso,1
6585,boxes,1
6586,proque,1
6589,estio,1
6590,gaydacu,1
6591,dizer,1
6592,decidem,1
6593,negim,1
6594,neuronios,1
6595,salvaria,1
6597,provinha,1
6598,broccoli,1
6599,mores,1
6601,presentinhos,1
6602,obesidade,1
6603,descubra,1
6604,energeticos,1
6605,conicc,1
6606,precisei,1
6607,s222222222222222,1
6608,nascer,1
6609,debbiefletcher,1
6610,sufoco,1
6611,avassalo,1
6612,naaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaao,1
6613,amizades,1
6614,enfimmmmmmmmmmmmmmmmmmmmm,1
6615,tossindo,1
6616,niiiiiiiiiiiiiiceee,1
6617,dignity,1
6618,shirt,1
6620,s222222222222,1
6622,profsorzim,1
6623,fofinho,1
6624,tdiocu,1
6625,arrependi,1
6626,destruidora,1
6627,timeeeeeeeee,1
6628,tediobjs,1
6629,tranquila,1
6631,ganho,1
6632,batatas,1
6634,cemab,1
6635,legging,1
6636,horton,1
6637,presenteando,1
6638,arcade,1
6640,morando,1
6642,devassa,1
6644,rosto,1
6645,prazerosa,1
6646,estudr,1
6647,converso,1
6648,devolver,1
6649,aiaia,1
6650,shorts,1
6654,rafaela,1
6655,agravou,1
6656,bruna,1
6657,faveladas,1
6658,desretwittei,1
6659,whenever,1
6660,maduro,1
6661,department,1
6662,faltavam,1
6663,defere,1
6664,alimentar,1
6665,afonso,1
6666,alargo,1
6667,gentee,1
6669,secretaria,1
6670,maaaaaaaaaaaaaaaaano,1
6672,protetores,1
6674,radicau,1
6675,cannibal,1
6676,adiantaram,1
6677,drugues,1
6678,grrrrrrrrrrrrrrrrrrrrrrrrr,1
6679,pokesopk,1
6680,iludem,1
6681,ojseipjoseijpeij,1
6682,father,1
6683,mistery,1
6684,alguum,1
6685,microfone,1
6686,codigos,1
6688,aaaaaaaaaaaaaaaaaaa,1
6689,livraria,1
6691,matava,1
6692,huang,1
6693,kpsoek,1
6694,awwwwww,1
6695,raquel,1
6696,servida,1
6698,wembly,1
6699,merdas,1
6701,sosno,1
6702,teclados,1
6703,aguentou,1
6705,foundation,1
6706,poisejpoisej,1
6707,retwittei,1
6708,scott,1
6709,confeiteira,1
6710,prmeiro,1
6711,misery,1
6712,sensuais,1
6713,limpo,1
6714,kspoekpsoekpsoke,1
6716,aproveito,1
6718,indio,1
6720,sometimesyouhaveto,1
6721,readed,1
6722,senso,1
6723,cousin,1
6724,fruto,1
6725,nhaaaa,1
6726,devorada,1
6727,sumirei,1
6728,comenta,1
6729,fresnozinho,1
6730,delas,1
6731,veiiiiiiiiiiii,1
6732,absurdo,1
6734,digita,1
6735,girrrrrl,1
6736,aehiauehiuhaeiuaeh,1
6737,awwwww,1
6738,desbloquear,1
6739,vampiros,1
6740,prestando,1
6741,mortais,1
6742,reprova,1
6743,correspondencia,1
6744,navalha,1
6745,yeeeeeeeeeeeeeeeeeeeeeeeeeeeeees,1
6746,intellectual,1
6747,mansao,1
6749,sergio,1
6750,temproada,1
6751,atipica,1
6752,garcons,1
6753,fosse,1
6754,starwarsday,1
6755,arrrrrg,1
6756,cancelar,1
6757,bandi,1
6759,brigando,1
6761,formiguinhas,1
6762,boooaa,1
6763,thirty,1
6764,complica,1
6765,sisuuu,1
6766,reclamava,1
6767,ruivas,1
6768,local,1
6769,pksepeleplseplspelsekpoksep,1
6770,panetone,1
6771,metal,1
6772,emassa,1
6773,spiders,1
6774,noooooo,1
6775,nodia,1
6776,denoite,1
6777,andre,1
6778,expondo,1
6779,horriveis,1
6781,poluicao,1
6782,airplane,1
6783,cumigo,1
6785,b0lt0nwanderers,1
6786,consolam,1
6787,nnnnnnnnnnnnnnnnnnn,1
6788,atriz,1
6789,comprinhas,1
6790,asimov,1
6791,emprestado,1
6792,lindaaa,1
6793,afffff,1
6794,lindinha,1
6795,comprava,1
6796,bukowski,1
6797,doctors,1
6798,arranhado,1
6799,aplicou,1
6800,apocalipse,1
6801,capotei,1
6802,pizzas,1
6803,pesquisas,1
6804,passaros,1
6805,timeeeeeeee,1
6806,revoltado,1
6807,uashauhsuhaushauhsau,1
6808,walker,1
6809,reset,1
6810,nonsense,1
6811,amoooooor,1
6812,citar,1
6813,barbosa,1
6814,pacotes,1
6815,weheartit,1
6816,rapidao,1
6818,imdarthvader,1
6819,oooooooooh,1
6820,amadurecem,1
6821,tende,1
6823,continue,1
6824,minusculo,1
6825,wehateyoumiley,1
6826,colorado,1
6827,yeeeeeeeeeeeeeessssssssssssss,1
6828,jposijpsoij,1
6829,tinham,1
6830,postam,1
6831,ligas,1
6833,cegamente,1
6834,colateral,1
6835,fedidos,1
6836,grandmother,1
6837,heterogeneas,1
6838,camargo,1
6839,tremidas,1
6840,vegetarianismo,1
6841,relaxar,1
6842,iluminacao,1
6843,avisei,1
6844,cartoes,1
6845,yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeees,1
6846,aproximar,1
6847,agitadinho,1
6848,alcancando,1
6849,descontar,1
6850,estragou,1
6851,esgotado,1
6852,gelada,1
6853,spencer,1
6854,dentinho,1
6855,welcome,1
6856,acabe,1
6857,micrfone,1
6858,quadriculado,1
6859,muahahaha,1
6860,existo,1
6861,gratificante,1
6862,adventistas,1
6863,derretendo,1
6865,ventosas,1
6866,cintilante,1
6867,india,1
6868,ilove,1
6869,praying,1
6870,samyyyyyyyr,1
6871,reaisss,1
6872,apredi,1
6874,venho,1
6875,fechando,1
6876,pague,1
6877,saquinho,1
6878,desculpem,1
6879,turne,1
6880,simplesmente,1
6881,culpada,1
6882,patinacao,1
6883,desafios,1
6886,doooooor,1
6887,enjoar,1
6888,anyone,1
6890,sonzinhos,1
6891,tacarem,1
6892,opiejpseij,1
6893,biquini,1
6894,intimidade,1
6895,tanquinho,1
6896,survive,1
6897,rimel,1
6898,besteirinhas,1
6899,dinner,1
6900,praca,1
6901,seojpseokpseok,1
6902,responda,1
6903,alheia,1
6904,mermao,1
6905,algema,1
6906,mandariam,1
6907,hhahahaha,1
6908,stalkeia,1
6909,sneak,1
6910,comemoracao,1
6911,vsfffffffffffffff,1
6912,manifestem,1
6913,putinha,1
6914,aleatorios,1
6915,acompanhar,1
6916,kitty,1
6917,maravilhosas,1
6918,pirulitos,1
6919,matam,1
6920,acostumada,1
6921,yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeees,1
6922,delineador,1
6923,expirado,1
6925,droppin,1
6929,graveyards,1
6930,aaaaah,1
6931,lindimais,1
6932,impor,1
6933,karoline,1
6934,brunch,1
6936,simpaticos,1
6938,puder,1
6939,arrependeu,1
6940,dormia,1
6941,arrepender,1
6942,heaveeeeeeeeeeeen,1
6944,omitir,1
6945,blackhearts,1
6946,matado,1
6947,danicurado,1
6948,assholeeeeeeeeeeeeee,1
6949,ricota,1
6950,preju,1
6951,vendeu,1
6952,postes,1
6953,desgastante,1
6954,troubles,1
6955,vishhhhhhhh,1
6956,daquele,1
6958,carentes,1
6959,dezembro,1
6960,possible,1
6961,trilha,1
6962,faber,1
6963,ufrgs,1
6964,compraria,1
6965,imaginario,1
6966,tragic,1
6967,declaracao,1
